,Quote,Keyword
5547,"It's a bad habit of mine. When I concentrate on one thing, I forget other important things.",concentrate
5548,"Why do you get so cold when you're old? I'm fatter than ever, and yet, the wind blows right through me.",fatter
5549,"If you think about it, death really isn't so frightening. Who knows, you might actually enjoy it.",enjoy
5550,I will slay all my enemies.,slay
5551,Babies aren't born after just 5 months!,born
5552,Don't you want to hang out and waste your life with us?,hang
5553,How could I forget? He's into dead girls.,dead
5554,Only a fool refuses a woman who offers herself.,fool
5555,"Stop Whining! All I did was cut off your stupid legs! Summon your demons! Transform yourself! Regenerate your legs! Stand up! Pick up your gun and attack me! Do something! The night is still so young, and the real fun is yet to start! Hurry, hurry, hurry, HURRY!!!",night
5556,I am literally hemorrhaging generosity.,literally
5557,Fishing is a life and death struggle between man and fish. Forget this and you will most certainly get hurt.,Forget
5558,"Like I always say, can't find a door? Make your own.",Make
5559,"People can have lovers. They can have friends. They can be together. But when you think about it, you'll see that originally, we're alone.",originally
5560,"Religion, ideology, resources, land, spite, love or just because. No matter how pathetic the reason, it's enough to start a war.",matter how pathetic
5561,One guy's killed for killing another and then he's killed for killing him. How is that kind of twisted thinking ever gonna bring us peace?,kind
5562,I'm not defined by my abilities alone.,defined
5563,Human nature pursues strife.,nature
5564,I can't develop feelings. That's how most idiots screw up.,idiots screw
5565,You got two legs and a heart beat. What's stopping you?,stopping
5566,"You're a strange one, all right. But having pride doesn't count for much if you're dead, you know?",pride
5567,"What you see isn't necessarily reality. Everyone has secrets, things they feel that they can't tell anyone. There's no such thing as a normal person.",things they feel
5568,"Thanks for such a boring time, it was a blast!",boring
5569,"The thing that we call power is dynamic, it keeps on changing.",thing
5570,"Now I got some common sense for you,if I wore a tie, it wouldn't change who I am, if I had no piercings it wouldn't mean I'm nice, and if my hair was black it wouldn't stop me from kicking your ass!",common
5571,"Dammit! I'm fine, I just stepped in a hole.",stepped
5572,Have you ever realized how insignificant your existence is on the planet?,realized
5573,All the girls in Konoha are so hot these days.,girls
5574,She beat me like I owed her money.,beat
5575,I'm getting a litte bored of this curse of yours Ashitaka just let me cut the damn thing off.,litte
5576,"Those who are bound, are bound wherever they go. And those who are free, are always free. Whoever you serve and wherever you live, if they are your own choices, you are free.",serve
5577,"The key is to be like the leaf, flow... with the movement of the gates. Airbending is all about spiral movements. When you meet resistance, you must be able to switch directions at a moments notice.",meet
5578,"You're the only ones who are gonna need a hospital. And for your sake, I hope there's one near by.",hope
5579,"Her sword shines, a dream that all warriors  scattered in battle, past, present, and future, hold and mournfully exalt as their final moments approach. She carries their will as her pride, bidding them to remain steadfast in their loyalty.",sword
5580,"A soul naturally seeks pleasure, consciously or not.",soul
5581,"What must triumph here is the knight's path of chivalry that we champion. Is that not so, Heroic Spirit Arturia?",Spirit
5582,"The weight of my sword is the weight of my pride. The wound from my battle with you is an honor, not a fetter.",wound
5583,Heroic Spirits... I want you to find a path to victory.,find
5584,Are you selling soup or donkey piss?,selling
5585,"Well, I give up. Can't win against fools.",win
5586,Ashitaka... can you save the girl you love?,save
5587,"That curse will spread throughout your whole body, bone and flesh alike and finally kill you. Now leave this place at sunrise. Return and *I* shall kill you.",leave
5588,Life is suffering. It is hard. The world is cursed. But still you find reasons to keep living.,find
5589,"You see everyone wants everything, that's the way the world is. But I just might actually get it.",world
5590,"Well, they say that happy women make a happy village.",women
5591,"When you're going to kill a god, let someone else do your dirty work.",kill
5592,"These days, there are angry ghosts all around us. Dead from wars, sickness, starvation, and nobody cares. So - you say you're under a curse. So what, so's the whole damn world.",damn
5593,Cut off a wolf's head and it still has the power to bite.,wolf
5594,"Now watch closely, everyone. I'm going to show you how to kill a god. A god of life and death. The trick is not to fear him.",god of life
5595,"*referring to his curse* Look, everyone! This is what hatred looks like! This is what it does when it catches hold of you! It's eating me alive, and very soon now it will kill me! Fear and anger only make it grow faster!",anger
5596,Ugh! I smell like a human.,smell
5597,*when Lady Eboshi asks him what he's here for* To see with eyes unclouded by hate.,eyes
5598,"Ah, you're awake. I was hoping you'd cry out in your sleep, then I would have bitten your head off to silence you.",hoping
5599,Never beg and earn by winning or else you won't get anything.,beg
5600,"Hundreds of gallons of blood from all the people I've killed in the past, have seeped into this body.",gallons
5601,"Is this God's punishemt for falling in love with an angel? As the gossamer floats ever eluding my grasp, it weighs heavily upon my heart.",gossamer
5602,"Whoever said one's first love is bittersweet, is a liar. It is only bitter.",bitter
5603,Did you know? The world is full of hate and there isn't any reason for it?,world
5604,"If you don't believe in anything, it no longer has the power to hurt.",longer
5605,"Killing others is never justice, no matter what kind of noble cause one upholds.",matter
5606,"By the time I noticed, so much time had passed that even my little sister would have died naturally already.",passed
5607,"The cold tears of a vampire, whose body is without warmth...",cold
5608,Making someone I hate suffer feels really great!!,hate
5609,"Just like humans, approve killing animals in society, we, approve the killing of humans.",animals
5610,"At first, everyone is disgusted. Afraid to bear the sin of killing people. Afraid to receive punishment for replenishing themselves with the life of another. But, once you realize that you won't be punished for killing people, you get used to the guilt pretty soon. The guilt of using humans for food. Aren't humans the same?",receive
5611,You've just gained the privilege to kill.,gained
5614,"People are such strange beings. The sad memories seem to just fade away, until all a person is left with are the happier ones. People are certainly designed so conveniently.",designed
5615,What exactly is the end? The end. The end. The end. I've seen the end over and over. What is the end?,end
5616,"Don't just follow orders! You're men, not machines! In your hearts, you know what's right, the answer is sitting there, waiting for you. Are you brave enough to look inside yourselves?",brave
5617,"Doctor Tenma, for you all lives are created equal, that's why I came back to life. But you've finally come to realize it now, haven't you? Only one thing is equal for all, and that is death.",thing is equal
5618,"To win, but not destroy",win
5619,"However, humans did not realize that truth no matter how high they staked their mountains of corpses. That's because in no matter what era the courageous and fearless great heroes have always bedazzled the eyes of the multitude with their splendid heroic legends. Because of the wistful actions of those idiots and their refusal to admit that bloodshed is by itself evil, the essence of humans has stayed on the same spot since the Stone Age!",realize
5620,It's not that I'm on the side of humans. I just really don't like you guys.,guys
5621,"Death is terrible for anyone. Young or old, good or evil, it's all the same. Death is impartial. There is no especially terrible death. That's why death is so fearsome. Your deeds, your age, your personality, your wealth, your beauty... They are all meaningless in the face of death.",face of death
5622,"It must be the way you look, Vash the Stampede. Your very existence seems to cause me undue irritation.",existence
5623,"And to think, I could kill every man, woman and child here in the blink of an eye if I wanted to. The power of death is intoxicating.",power
5624,How did I pass? She beat me like I owed her money.,beat
5625,A man can't just live on carbohydrates alone...,man
5627,"To Grell Sutcliff: Then, it's fine if you don't be careful on your way home. Rather, I'd prefer you walk through dangerous roads with your eyes closed.",prefer
5628,"[To Tamaki] Sleep first, then dream.",dream
5629,I'm okay with anything as long as it doesn't harm me.,long
5630,There are always things more important than someone's dream...,things
5632,Our motto is to make use of our characteristics to answer customers' needs.,motto
5633,It's not that I missed. I missed on purpose.,purpose
5634,"(to Komuro Takashi) In a war like this, there is no surrender or shit like that.",war
5635,*to Rei Miyamoto* I'd be an actor if I could look happy right now.,actor
5636,I'm getting wet!,wet
5637,"We ran through our school that was filled with noises, screams, life and death.",ran
5638,"Stay the fuck back, you freak!",fuck
5639,What the fuck is going on?!,fuck
5640,"Honestly, how meaningless.. For something called love, which has neither meaning nor form. Laughable, isn't it?",called
5641,"Wanting to be loved, for that sole obstinate reason, people can even go this far.",sole
5642,I would be nothing without you.,raw
5643,"Even if you hate it or whatever, I'll never let go of you. If you run away, I'll probably come after you and lock you up.",run
5644,"If you're going to modify me, at least turn me into a grasshopper man! Or a beetle! Or one of those imaginary freaks!",imaginary
5645,The biggest mistake in my life is that i was born!,biggest
5646,"A Coma doesn't exist, it is a preparatory research for the next life.",preparatory
5647,"That morning's dawn was painted a beautiful scarlet, the likes of which I had never seen before. Like the color of Erza's hair, it was warm and passionate... If she could only lift her face a beautiful sky would be spread out before her.",lift
5648,Bury the pain of losing your loved ones... into the arms of your friends.,pain
5649,"Everyone has changed. That's not it. The one who's changed the most, is me.",changed
5650,"Ruin Myself, huh? I like it.",Ruin
5651,"Whenever I counted on someone, I ended up getting hurt.",counted
5652,I don't want the precious time we have together to be taken away by anyone!,precious
5653,To be able to stay beside a beloved one is the special privilege of a friend.,stay
5654,"He is so twisted that if he sees someone wandering around lost, he's the kind of guy who will screw and toy around with the poor soul before he even bothers to help...IF he even bothers to help!",twisted
5655,"The moment you challenged me, you had already lost.",moment
5656,"I am not a person who only wants to receive things from him, I want to be the person who can give things to him.",receive
5657,"I have a lot of different words desperately trying to get my message across. However, you, were able to pass on what you wanted to say with just a few of them.",pass
5658,A person who can't even take care of himself has no right to have a pet.,person
5659,I'm going to become the best manga editor anyone's ever seen! And then you can kiss your job goodbye!,kiss your job
5660,You know... You like me more than you think you do.,raw
5661,Loving someone means entrusting all of yourself to that person.,entrusting
5662,I'm going to make you say you love me again. Just you wait.,wait
5663,"No matter who I was with, I could never forget you.",matter
5664,"My heart was beating so fast, that one heart wasn't enough.",beating
5665,How much more love do you need for you to accept me?,love
5666,Why you ask? That's the stupidest question I've ever heard.  The answer is obvious.  Because I want to! *to Misaki Takahashi*,answer
5667,"To everything that comes near you, I am jealous.",jealous
5668,"It pisses me off... Like a knife, he violates me even through my ears.",violates
5669,I'm so happy I think I might die.,happy
5670,"I'll take fragments from the chaos of this world... and using the fountain of wisdom inside me, will reconstruct them into truth.",fragments
5671,*about Grevil* He's the owner of the oddest hair in all of Sauville.,owner
5672,*after seeing Grevil's unicorn hairstyle for the first time* I've never seen such a creative hairstyle!,unicorn
5673,You were chosen as a single fragment with which I will fill up my boredom.,chosen
5674,"As long as she's alive and well, that's all I hope for. I can't bear to see another woman die.",bear
5675,"I want you to be happy. I want you to laugh a lot. I don't know what exactly I'll be able to do for you, but I'll always be by your side.",side
5676,"[to Kagome, angry at her for saying she believes in him] You are nuts! This sword is good for nothing! Me, I'll live, I'm half demon. You though, you ain't got a chance.",half
5677,"[to Sesshoumaru after he steals the Tetsuaiga] Blah, blah, blah. A guy gets his hands on a new sword, and already he's lookin' for a soap box to stand on and preach it to the world!",guy
5678,"Half breed or full breed, to me it don't matter. But when you insult my mother, that's when I get angry. For her sake then if for nothing else... I'm gonna make you pay! [he jumps up and attacks Sesshoumaru, hitting him for the first time]",gonna
5679,My only ambition is simply to kill as many people as humanly possible.,ambition
5680,"I can't save you. I can't do anything to help you, except stay like this. If only I could stop time.",stop
5681,"[after witnessing a small argument between Inuyasha and Kagome] Inuyasha, your patience with this creature is astonishing to me. You protect her, indulge her, even seem to love her.",protect
5682,"Inuyasha, after meeting you I renounced my postion as a shrine priestess. I became an ordinary woman. I longed to embrace you like this when I was alive...",longed
5683,"I can't compete with Kikyo, because, after all, I'm still alive",compete
5684,[about 500 feet behind InuYasha] I can see why being called a mutt by Koga would upset him... but now that I see him sitting there sniffing the ground he does look like a dog.,sitting
5685,Life itself is a frightening image for every human being... being strong in life isn't easy.,strong in life
5686,"A wound of a heart is different from a flesh wound. Unlike a flesh wound, there are no ointments to heal it, and there are times when they never heal.",ointments to heal
5687,It doesn't matter whether this world is crazy or not. It doesn't matter if this absurdity is real. It doesn't matter how messed up this place may be... I want to survive.,matter how messed
5688,Being awesome is being nothing but yourself~,awesome
5689,"Justice comes from vengeance, but that justice only breeds more vengeance.",breeds
5690,"Normally I hate people who whine all the time, but in your case... it would be okay to complain, be selfish and say what you want once in a while. It's okay to let yourself be sad.",selfish
5691,"A conscience grows, just like the body. It's bred within your heart. That's why the shape of people's kindness is so different.",shape
5692,"If we're going to win, we might as well get the best deal out of it in the process.",deal
5693,"Use whatever is at hand, be it friend or foe.",friend
5694,"I humbly call the Gods of Harvest. Follow my wishes, leave none unfulfilled!",Follow
5695,"No matter how much he wants it, he can't be a normal human anymore. *about Rin*",matter
5696,"I dunno, getting rid of stuff that doesn't even exist... it's basically just counselling, isn't it?",basically
5697,"If you truly have the nerve to feel that way... then you should give yourself up to the order Headquarters, or just die please.",give
5698,"For the time being, all an idiot like me can do is to keep moving forward...",time
5699,It is simply the duty of the elite to protect the ignorant masses.,simply
5700,"Senpai, take me to the art museum again. Next time, I'll carefully listen to what you say. Please feed me worms!",feed
5701,You play like you're jacking off. [about Ryuu playing piano],playing
5702,The president did say please.,president
5703,I'm not going there to die. I'm going there to find out if I'm really alive.,find
5704,Love and Peace!,Love
5705,Never show your stupid self in public.,show
5706,Don't do something wasteful as to wash your frustrations with tears. Your frustration is motivation that you can use to make yourself better. Hold it inside like it's an important thing!,inside
5707,Mankind has no time left.,time
5708,Does a death wish cause you to talk to me that way?,death
5709,I'm not fighting because I want to win. I'm fighting because I have to win.,fighting
5710,The pain... the pleasure... and the shame all drive me crazy.,shame
5711,I thought I could just apologize tomorrow. But that tomorrow... never came.,thought
5712,"I'll rip that mouth of yours apart, so you can never again utter such spells!",rip
5713,*chanting* Blessed be the Lord! For he hath heard the voice of my supplication. The Lord is my helper...and my protector. Thou shalt perish where thou standeth!,perish where thou
5714,"Fool! Next time you see the sun at night, know it's your last!",time
5715,I just want to keep looking at her.,raw
5716,It's my job to make school fun.,job
5717,Love is brightest in the dark.,brightest
5718,Isn't it lonely when you wake up and you don't hear any voices?,lonely
5719,"*to Ohana* You can't do everything by yourself!... But I can't do it by myself, either. I need your help.",Ohana
5720,I can hardly tell anymore where the truth ends and the lies begin.,anymore
5721,"Yes, it really﻿ was a fairy tale. A pretty girl reached out her hand to me and ... told me to die!",pretty
5722,The moment you find the courage to give up your life for someone... Would be the moment you understand love.,understand
5723,"I'm not going to lose. No matter how hard it is, I'm not going to run away. Watch me use this hand and capture the future!",hand
5724,Even I... know what it's like to be jealous.,jealous
5725,It's fine. I'll work hard on my own.,work hard
5726,"Well, there's this one hopeless idiot... who'll probably end up crying if I see you again.",end up crying
5727,"Everytime Otani says or does something, I end up going to heaven, or hell.",end
5728,A comedienne is no match for an ex girlfriend.,comedienne
5729,Don't be indecisive. Just go for it.,indecisive
5730,This is straining my heartstrings.,straining
5731,"Don't ever lie, even if it's about your feelings.",lie
5732,"I wish I could rewrite my past.. but I can't. If I could, I'd do all I could if it would stop you from crying. But.. that's impossible. My past won't change. That's why we need to make my past pale in comparison to our present.",make
5733,I'm a little grateful to you. I wonder if I'll forget these feelings too.,forget
5734,"It's fine, I'll come to save you as much as you want. I'll make you fall for me as much as you wish. Leave this to your master.",Leave
5735,Enough. I've had enough. I'm dropping out.,dropping
5736,"Human memories are too vague. Thinking something has color when it doesn't, making things more dramatic than they really are, glorifying things... It gives new greater meaning than was actually there. That's why I don't believe any of this talk about ""beautiful memories"".",things more dramatic
5737,"I love clichés, I love predictable scripts, I love it when they paste over problems and I love it when they force a happy ending too. What's wrong with working towards that?",wrong
5738,"No, she's hiding something. But what could it be? Snacks? Guitar? Wait, maybe ton-chan.",ton-chan
5739,It's painful when you get disappointed by the person you look up to.,painful
5740,I'll be waiting for you to get your asses back here!,waiting
5741,"Well, I won't be disappointed, no matter what you do.",matter
5742,"I guess I'm a girl who lacks self-awareness as one, or just too manly, eh?",guess
5743,"Usui, you perverted, outer spaceman human being!",spaceman
5744,I really don't get it. Why don't you tell her how you feel if you care for her so much? Why would you lie like that and keep yourself from pursuing her?,lie
5745,"I don't know much about you. You were the one who selfishly entered my world...yet you immediately plunged into silence. What were you thinking? Did you really pick on me just because it was fun? Which one is serious and which one of it is just a joke? That's enough now, making me all messed up like this.",messed
5746,"About Usui, I really don't know anything at all. It's mortifying... Yet I already don't want him to turn away.",turn
5747,"That's exactly the way it should be. Doing only unexpected things, otherwise, I'll lose my reputation as a perverted outer-space human.",lose my reputation
5748,"If it is with Ayuzawa, whatever I do, wherever I am, I am happy. So it's okay.",happy
5749,"I'm actually a hardcore otaku who likes maids more than having three meals a day. And I only read books related to maids. Also, I only visit maid cafes. Of course, I also collect maid figurines. I play games which feature female maids and it turns me on so much. Then I wear maid uniforms and jump in joy. I'll take my leave now.",collect maid
5750,I don't want others to hear the words that I've been waiting anxiously for... I want to be the only one to hear them.,words
5751,"It's okay, no need to thank me or say anything else. I will always be there for you, I will make you fall for me over and over again.",make
5752,"Walking along the path that she chose, without being affected by others... in this sense, white is her color...in another sense, it also makes me want to put more colors on her.",put more colors
5753,"If you have money, life is the same no matter where you go. But if you don't have money, your life can adapt to where you are.",adapt
5754,"Ayuzawa, you are the first person ever to appear in my life and able to make me a mess.",person
5755,How far do you want me to suppress myself so that you'll be satisfied?,suppress
5756,Nothing amazing happens here. Only the ordinary.,ordinary
5757,"...Watermelon. Or like a panda with a mean face, or like sandals with pressure points drawn on them, or the smell of a blackboard eraser, or a Sunday morning where you wake up and it's raining. Well, I like him more than hard bread.",panda
5758,"[a giant satellite bomb is headed towards the city] If that thing hits, do you think we'll have school tomorrow?",giant
5759,Please don't tell people our bakery's motorbike ran you over.,people
5760,It takes an idiot to do cool things. That's why it's cool.,idiot
5761,"Face it kid, I'm much too big of a guy for you to handle and you know it. Do you see how the very ground shakes beneath me feet?",ground
5762,Can I shoot them now?,shoot
5763,"He's seriously crazy, he must be insane.",crazy
5764,"Now you're suddenly in a big rush to go? What's the point in hurrying, we're already three hours late.",point
5765,"Black Star, it's over between us.",Black
5766,*points at Black Star* What is that? Some kind of monkey? Yeah...it must be a monkey.,kind of monkey
5767,The last time I let you do my eyebrows it took you a month.,time
5768,"That is why I prefer using you two pistols. There is symmetry to wielding you two, right? (Getting aggravated) But when you two are in human form, your hairstyles and your heights are completely different... (Grabs their breasts) Even your cup sizes are completely different!",cup
5769,This guy's a special kind of stupid.,guy
5770,Ooops....My finger slipped.,finger
5771,"Man this guy is stupid, ugly and a bad shooter.",guy
5772,You should quake in fear of your impending death.,quake
5773,"So, you don't like to get hit, huh? Well, you're about to have a very bad day.",bad
5774,You're about to find out what it's like to fight a real super saiyan...and I'm not talking about Goku.,find
5775,"This young girl, whose small body is only half the size of mine, has taught me that tears can flow from these silver eyes.",young
5776,Regrets are just a way for the foolish and the guilty to pass time.,foolish
5777,"Humans are creatures that dream. Different from others, they want to be special. They want to be adored by others, just like the heroes in comics and games, achieving great things with unique powers. Of course, no one ever believes deep down it will happen. Everyone knows there's no magic in this world.",adored
5778,D-mn! I just stepped in a pile of chiroptoran sh-t!,pile of chiroptoran
5779,Chicks dig guys in black.,dig
5780,"Saya, no matter what happens, do what you believe is right. Accept your past. And if you trip, remember nankurunasia. Live through today for tomorrow's sake.",today for tomorrow
5781,"No matter what happens, you are still you...our family.",matter
5782,"I'll do what I can, because I'm desperate.",desperate
5783,There is no guarantee that your dreams are just good ones.,guarantee
5784,There is only a fine line separating art from madness.,fine
5785,"(In response to Seaman's question) When real men do what they're supposed to, it's not always about what they want.",response
5786,"Ever since that day, I've kept this broom balanced on my fingertip.",broom
5787,"She's an idiot, right?",idiot
5788,"I'm pretty confident about my reflexes. And pretty strong too. I'm a guy after all. When the time comes, I can protect you even at the cost of my life.",time
5789,Crazy baby.,Crazy
5790,[after masturbating over Asuka's comatose body] I'm so fucked up.,masturbating
5791,Songs are good. Singing brings us joy. It is the highest point in the culture that Lilims have created.,highest
5792,"My mind is being eaten away... Kaji-san, it's unravelling my mind! What do I do? It's defiling my mind!",defiling
5793,"[naked and smiling at Shinji] Hey Shinji, you idiot! Want to become of one mind and one body?",mind
5794,I wonder how you're suppose to give up... Do I just decide to give up and act accordingly? And move further and further away from what my heart really wants? Then will I forget everything one day?.. Everything including the pain in my heart? Everything? Without a trace as if nothing was there to begin with?,including the pain
5795,"It must really be a lonelier journey than anyone could imagine. Cutting through absolute darkness, encountering nothing but the occasional hydrogen atom. Flying blindly into the abyss, believing therein lie the answers to the mysteries of the universe.",Flying
5796,The things I had to tell her...The things I hoped she would listen to...There were so many of them.,hoped
5797,"Every minute felt like an eternity time, clearly as if it had malicious intent, slowly ebbed away from me, I clenched my teeth and keeping myself from crying was the only thing I could do...",minute
5798,Hey... They say it's five centimeters per second. *Takaki asks her what she means by that* The speed at which the sakura blossom petals fall... Five centimeters per second.,sakura blossom petals
5799,At what speed must I live...to be able to see you again..?,speed
5800,You are the most important person to me in the whole wide world.,important
5801,"Uhh.. Syaoran.. it's okay if you don't have any more feelings for me, that doesn't matter to me at all. But I'm in love with you and I just wanted you to know, that's all.",love
5802,Even if this feeling important to me disappears...I'll feel this way about you again.,feeling
5803,"What a punchline, no... that was just a punch.",punchline
5804,"Dammit, I'll show you who's more skilled with his language skills!",show
5805,So he killed my father and murdered my people. That means nothing to me. Strength is the only thing that matters in this world. Everything else is just a delusion for the weak.,delusion
5806,The interaction of men and women isn't very logical.,interaction
5807,"It's overpriced, but that's okay, HERE'S YOUR CHANGE!",overpriced
5808,"This is your home now, so make yourself comfortable. And take advantage of everything here, except me.",advantage
5809,"Man fears the darkness, and so he scrapes away at the edges of it with fire. He creates life by diminishing the Darkness.",creates
5810,Survivability takes priority.,Survivability
5811,Understanding 100% of everything is impossible. That's why we spend all our lives trying to understand the thinking of others. That's what makes life so interesting.,makes
5812,"Up, up! Down, down! Left, right, left, right! Bringing the motherfucking death by Konami! Ahh I'm so fucking hard right now! [laughs]",fucking hard
5813,"Little Hellsing chicky, I'm coming to find you. Come out and play, little Hellsing. It's going to be a lot of fun. We just want to torture you, kill you, maybe skullfuck your corpse a couple of times, burn your house to the ground, go home, and masturbate, okay?",lot
5814,"Hey bitch, get off me! I'm supposed to be on top!",supposed
5815,"Such a shame. I overestimated you. As a vampire, you were just a pathetic piece of shit. And now you're nothing but dog shit!",dog
5816,I highly recommend pissing yourself followed by a course of praying to your impotent god.,highly
5817,A four-poster coffin. Bloody hell.,Bloody
5818,I'm surrounded by idiots.,surrounded
5819,"You're too loud, Police Girl. I don't care if you're a vampire, you're still English. Have some manners.",care
5820,"Eat Harkonnen, bitch!",Eat
5821,They're... eating my people!,eating
5822,Immortality is wasted on the young.,wasted
5823,"Have you ever wondered, Master, what it feels like to be hunted?",feels
5824,These monsters dare to enter this house built on blood and honor! I will see them all roast in the deepest pits of Hell!,deepest pits
5825,"Eternity is wasted upon the likes of you. Try as you might, immortality slips away. And you remain with only your shame.",remain
5826,"Beautiful night, isn't it, Police Girl? It's especially beautiful, of course, if you're a bloodsucker.",bloodsucker
5827,[clenches Fist] No matter how intelligent or how strong they are still nothing but vampire trash.,matter
5828,"You are a fool who creates slaves to do your dirty work. A coward and an incompetent, incapable of doing anything on your own. You are not worthy of the lowest pits of Hell!",worthy
5829,[To Yubaba] I'm not leaving until you give me a job!,leaving
5830,"It's just...a bad dream! Wake up, wake up...",bad
5831,[To Chihiro as she's sleeping] Meet me at the bridge. Come alone.,sleeping
5832,"Three days of eating our food and her smell will go away. And if she doesn't work hard, roast her, boil her, do whatever you want. Now get back to work!",back to work
5833,I finally get a bouquet and it's a goodbye present. That's depressing.,depressing
5834,"FUCK YOU. I'm human, the real deal, right down to the fuckin' marrow of my bones. Don't lump me together with you faggot-ass monsters.",lump
5835,If you're always worried about crushing the ants beneath you... you won't be able to walk.,walk
5836,"Death on the battlefield comes regardless of class, royal or common. The loser must die!",loser
5837,In the end the winner is still the last man standing.,end
5838,"I don't want what another man can give me. If he grants me anything, then it's his to give and not my own.",grants
5839,"Could you settle for a smile, and a fond farewell?",settle
5840,"For me to call a man my friend, he must be equal to me in all respects.",call
5841,I'd rather fight for my life than live it.,fight
5842,"Throughout my life, the moments, and people who have defined me... they have all been illuminated by sparks.",illuminated
5843,"A dream... It's something you do for yourself, not for others.",dream
5844,"He appeared right in front of me, and he wasn't a demon... but what looked like a human. As if he'd been yanked from before into the present unchanged. I gazed at him and for a second... I forgot to kill him.",forgot
5845,I want out of this damn moat!,damn
5846,When you meet your God tell him to leave me alone.,meet
5847,"You have the strongest armour, because you are the weakest!",strongest
5848,"My place really was here. I was too foolish and stubborn to notice. But, what I truly hoped for then was here. Why do I always realize it... when I've already lost it.",lost
5849,You're going to be all right. You just stumbled over a stone in the road. It means nothing. Your goal lies far beyond this. Doesn't it? I'm sure you'll overcome this. You'll walk again... soon.,walk
5850,"Stake your lives on this fight! Our survival demands that we stake our lives on this fight! And to survive, is to be victorious!",Stake your lives
5851,Every sword belongs in its sheath. Go back to the sheath your master holds. Go back to Griffith.,sheath your master
5852,Humans are weak... but we want to live. Even if we're wounded... or tortured... we feel the pain.,feel
5853,"Do whatever you want now. But if you disturb me, I'll kill you.",disturb
5854,A friend would not just follow another's dream... a friend would find his own reason to live.,find
5855,Let's have a drink. Hh shut up... The alcohol will disinfect me from the inside!,alcohol
5856,"Among thousands of comrades and ten thousand enemies, only you... only you made me forget my dream. I see it!",made
5857,"You're right, we are mortal and fragile. But even if we are tortured or wounded, we'll fight to survive. You should feel the pain we feel and understand. I am the messenger that will deliver you to that pain and understanding.",feel the pain
5858,An oasis for my withered heart in this harsh reality.,oasis
5859,"Thanks a lot, dream wrecker.",lot
5860,I bet dead people are easier to get along with.,bet
5861,"Just look at it Liz, Patti, just look at how the clouds are! Flowing right towards the sun! It's so beautiful, even the sky is symmetrical!",sky
5862,Victory and Glory!,Victory
5863,"About the 1,000 provisions that you are required to observe. Now I would like for you to participate in the most important provision. Number 452 the 5 hour story telling party.",story
5864,Reaper Combat Art: Mortal Sin Stance.,Reaper
5865,Excalibur! Excalibur! From the United K! I'm looking for heaven! I'm going to California!,heaven
5866,"You disgust me. I am a Grim Reaper, I refuse to grant anyone the freedom to kill!",refuse
5867,FOOL! As someone who is unaware of the vital role that singing has played in the cultural history of mankind you are in no position to question me. Remember that the next time you stop to consider your place in this world. You do not possess the power to deny a singer his song. Do you understand what I'm telling you?,unaware
5868,"Thus at long last the fighting between the rival gangs had ended! To sum up, this leads us to number 778 of the 1,000 provisions you must observe. Never mail a letter without the return address or the proper postage. And don't call collect.",mail
5869,I'm going to keep fighting until this world is the way it should be. Until the world is balanced.,balanced
5870,"I was all dried up. Yes, nothing could satisfy me anymore. I was but a shell of a man. An unspeakable emptiness grew deep within my heart. I became frustrated, sad, hollow. The gapping hole inside of me was growing larger everyday. Slowly consuming me from the inside out. At least until that day came.",unspeakable emptiness
5871,"To sum up, that is what led to number 679 of the 1,000 provisions you must observe. Always place a dehumidifier in your room.",place
5872,"I can't lose weight, I don't know how to deal with being any skinnier than I already am.",lose
5873,"I do not deny evil, nor do I believe that any human is completely free of malice. Everything must be in balance. As long as evil and good maintain an equilibrium in this world, there is no problem. Perfect balance is the key to everything.",long
5874,"SILENCE! This is number 349 of the 1,000 provisions you must observe. Meisters should eat everything regardless of personal likes and dislikes. Never say anything as selfish as ""I don't like carrots."" again.",selfish
5875,"I hate, hate, hate everyone.",hate
5876,"I partnered with these two specifically so something like this wouldn't happen. I need symmetry! Maybe I should have listened to my father. He tried to pick out a good weapon for me, but I refused to listen to him! Stubborn! All I cared about, all I wanted was symmetry! Two symmetrical weapons! Was that so much to ask for?! And now all my efforts have been completely and utterly wasted! Damn it!",cared
5877,"This brings us to number 278 of the 1,000 provisions you must observe. I hate carrots. Never even think about putting them in my food, you get it?",putting
5878,"It's quite basic actually, perhaps the simplest of tricks there is. True it may not seem so simple from an ordinary persons point of view, some people may even consider it a baffling, utterly perplexing problem. Things will often appear complicated on the outside while in truth they are simplicity itself. Of course how one sees these things depends on the person, many people find there is a fine line separating the complex to the very simple.",people find
5879,I'm scared of everyone. I need to learn to deal with people better.,learn
5880,Get your ass moving Kid!,ass
5881,If you want to do damage to the other ship you have to ram them in the middle! Now do it again!,damage
5882,"One must take time to think! Rushing forward without considering things beforehand is the hight of foolishness. Ahh yes, that reminds me of another time when I had to consider things, that case was long ago but I remember it still. It was back when I still hung my hat on Bakers St. and called it home.",reminds
5883,Thus I found myself carrying the entire weight of the troop as I preformed my dance before a capacity crowd at the opera house.,found
5884,There are stars and planets floating around me. I don't think I could handle astronomy right now.,handle
5885,"Row, row, row your boat, gently down the stream. Merrily, merrily, merrily, merrily, life is but a dream.",life
5886,We're hunting after a legendary sword. Finding a fairy or two shouldn't be surprising.,fairy
